name,title,70:69:5a:aa:4e:4e:,b0:26:80:83:32:ce:,70:69:5a:a6:40:21:,70:69:5a:a6:11:21:,b0:26:80:83:32:c1:,70:69:5a:aa:4e:41:,70:69:5a:aa:48:41:,70:69:5a:aa:48:4e:,70:69:5a:aa:4e:4d:,b0:26:80:83:32:cd:,70:69:5a:a6:11:22:,70:69:5a:a6:40:22:,b0:26:80:83:32:c2:,70:69:5a:aa:4e:42:,70:69:5a:aa:48:42:,70:69:5a:aa:48:4d:,70:69:5a:a6:3a:8f:,b0:26:80:83:32:cf:,70:69:5a:a6:40:20:,70:69:5a:a6:11:20:,b0:26:80:83:32:c0:,70:69:5a:aa:4e:40:,70:69:5a:aa:48:40:,70:69:5a:aa:48:4f:,70:69:5a:aa:4e:4f:,70:69:5a:a6:40:2e:,70:69:5a:a6:11:2e:,70:69:5a:a6:40:2f:,70:69:5a:a6:11:2f:,70:69:5a:a6:11:2d:,b0:26:80:c9:7b:6e:,b0:26:80:83:37:0e:,b0:26:80:c9:7b:61:,b0:26:80:83:37:01:,b0:26:80:aa:70:a1:,b0:26:80:c9:7b:6d:,70:69:5a:a6:40:2d:,b0:26:80:83:37:0d:,b0:26:80:c9:7b:62:,b0:26:80:83:37:02:,b0:26:80:c9:7b:6f:,b0:26:80:83:37:0f:,70:69:5a:63:31:cf:,b0:26:80:c9:7b:60:,b0:26:80:83:37:00:,70:69:5a:8a:4e:60:,70:69:5a:a6:3a:8e:,70:69:5a:63:31:ce:,b0:26:80:83:33:8e:,b0:26:80:83:33:81:,70:69:5a:a6:3a:81:,70:69:5a:63:31:c1:,70:69:5a:a6:3a:8d:,70:69:5a:92:f7:8d:,70:69:5a:63:31:cd:,b0:26:80:83:33:8d:,b0:26:80:83:33:82:,70:69:5a:a6:3a:82:,70:69:5a:63:31:c2:,70:69:5a:a6:37:82:,b0:26:80:83:33:8f:,b0:26:80:83:33:80:,70:69:5a:a6:3a:80:,70:69:5a:63:31:c0:,70:69:5a:a6:37:80:,e8:65:49:db:4f:f1:,b0:26:80:a9:fb:ee:,70:69:5a:92:f7:8e:,b0:26:80:c9:83:c1:,b0:26:80:aa:71:e1:,70:69:5a:92:f7:81:,b0:26:80:aa:60:81:,70:69:5a:a6:3b:01:,b0:26:80:a9:fb:e1:,70:69:5a:a6:47:e1:,b0:26:80:a9:fb:ed:,b0:26:80:c9:83:c2:,b0:26:80:aa:60:82:,70:69:5a:a6:3b:02:,70:69:5a:92:f7:82:,b0:26:80:83:35:02:,e8:65:49:db:4f:f2:,b0:26:80:a9:fb:e2:,70:69:5a:a6:47:e2:,b0:26:80:a9:fb:ef:,70:69:5a:92:f7:8f:,b0:26:80:c9:83:c0:,b0:26:80:aa:71:e0:,b0:26:80:aa:60:80:,70:69:5a:a6:3b:00:,b0:26:80:a9:fb:e0:,70:69:5a:a6:47:e0:,70:69:5a:92:f7:80:,70:69:5a:6e:a3:41:,70:69:5a:6e:a3:4e:,70:69:5a:6e:a3:4d:,70:69:5a:6e:a3:42:,70:69:5a:6e:a3:4f:,70:69:5a:6e:a3:40:
5108,5108-AFT-W,0,-82,0,0,0,0,0,0,0,-83,0,0,0,0,0,0,-72,-83,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,-86,0,0,-84,0,0,-87,0,-84,0,-74,-87,0,0,-72,-74,-49,-43,-74,-67,-70,-66,-74,-48,-43,-92,-67,0,-49,-43,-74,-67,0,0,0,-66,0,0,-68,0,0,0,-94,0,0,0,0,-68,0,0,0,-92,0,-67,0,0,0,0,0,-94,-68,0,0,0,0,0,0
5108,5108-AFT-S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,-86,0,0,-78,0,-96,-87,0,-86,-97,-70,-87,0,0,-88,-70,-48,-47,-92,-63,-87,-61,-71,-48,-47,-89,-63,0,-47,-47,-91,-63,0,0,0,-61,0,0,-68,0,0,0,-94,0,0,0,0,-64,0,0,0,-96,0,-61,0,0,0,0,0,-94,-68,0,0,0,0,0,0
5107 RESTROOMS,5107 RESTROOMS-AFT-E,-94,0,-96,0,0,0,0,0,-94,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-80,-95,-74,-93,0,-80,-93,-95,-76,0,-80,-96,-64,-75,0,0,0,-64,-49,-49,-90,-59,0,-71,-64,-48,-49,-88,-59,0,-48,-49,-89,-58,0,0,0,-72,0,0,-68,0,0,0,-94,0,0,0,0,-81,0,0,0,-95,0,-71,0,0,0,0,0,-94,-67,0,0,0,0,0,0
5107 RESTROOMS,5107 RESTROOMS-AFT-N,-95,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-94,0,-96,0,0,-79,-95,-80,0,0,-79,-95,-94,-80,0,-80,-96,-69,-80,0,0,0,-69,-51,-46,-89,-71,0,-72,-69,-50,-46,0,-61,0,-51,-46,-90,-61,0,0,0,-72,0,0,-68,0,0,0,-94,0,0,0,0,-68,0,0,0,-95,0,-72,0,0,0,0,0,-94,-68,0,0,0,0,0,0
5107 RESTROOMS,5107 RESTROOMS-AFT-S,-94,0,-96,0,0,0,0,0,-94,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-80,-95,-74,-93,0,-80,-93,-95,-76,0,-80,-96,-64,-75,0,0,0,-64,-49,-49,-90,-59,0,-71,-64,-48,-49,-88,-59,0,-48,-49,-89,-58,0,0,0,-72,0,0,-68,0,0,0,-94,0,0,0,0,-81,0,0,0,-95,0,-71,0,0,0,0,0,-94,-67,0,0,0,0,0,0
5107 RESTROOMS,5107 RESTROOMS-AFT-W,-94,0,-96,0,0,0,0,0,-94,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-80,-95,-74,-93,0,-80,-93,-95,-76,0,-80,-96,-64,-75,0,0,0,-64,-49,-49,-90,-59,0,-71,-64,-48,-49,-88,-59,0,-48,-49,-89,-58,0,0,0,-72,0,0,-68,0,0,0,-94,0,0,0,0,-81,0,0,0,-95,0,-71,0,0,0,0,0,-94,-67,0,0,0,0,0,0
5108 RESTROOMS,5108 RESTROOMS-AFT-N,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5108 RESTROOMS,5108 RESTROOMS-AFT-W,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5108 RESTROOMS,5108 RESTROOMS-AFT-S,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5108 RESTROOMS,5108 RESTROOMS-AFT-E,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5109 RESTROOMS,5109 RESTROOMS-AFT-E,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5109 RESTROOMS,5109 RESTROOMS-AFT-N,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5109 RESTROOMS,5109 RESTROOMS-AFT-W,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5109 RESTROOMS,5109 RESTROOMS-AFT-S,-94,0,-97,0,0,0,0,0,-94,0,0,-95,0,0,0,0,-91,0,0,0,0,0,0,0,-95,-91,0,-91,0,0,-88,0,-83,-93,0,-89,-93,-95,-83,0,-89,0,-67,-84,0,0,-91,-66,-46,-47,-91,-61,-91,-62,-66,-46,-46,-91,-62,0,-47,-46,-91,-62,0,0,0,-62,0,0,-68,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,-68,0,0,0,0,0,0
5111,5111-AFT-N,0,0,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-83,0,-81,0,0,-83,-93,0,-81,0,-83,0,-69,-82,0,0,-91,-69,-42,-42,-89,-61,-91,-61,-70,-42,-41,-91,-61,0,-42,-42,-90,-61,0,0,0,-62,0,0,-81,0,0,0,0,0,0,0,0,-82,0,0,0,-94,0,-62,0,0,0,0,0,0,-81,0,0,0,0,0,0
5111,5111-AFT-W,0,0,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-83,0,-81,0,0,-83,-93,0,-81,0,-83,0,-69,-82,0,0,-91,-69,-42,-42,-89,-61,-91,-61,-70,-42,-41,-91,-61,0,-42,-42,-90,-61,0,0,0,-62,0,0,-81,0,0,0,0,0,0,0,0,-82,0,0,0,-94,0,-62,0,0,0,0,0,0,-81,0,0,0,0,0,0
5111,5111-AFT-S,0,0,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-83,0,-81,0,0,-83,-93,0,-81,0,-83,0,-69,-82,0,0,-91,-69,-42,-42,-89,-61,-91,-61,-70,-42,-41,-91,-61,0,-42,-42,-90,-61,0,0,0,-62,0,0,-81,0,0,0,0,0,0,0,0,-82,0,0,0,-94,0,-62,0,0,0,0,0,0,-81,0,0,0,0,0,0
5111,5111-AFT-E,0,0,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-83,0,-81,0,0,-83,-93,0,-81,0,-83,0,-69,-82,0,0,-91,-69,-42,-42,-89,-61,-91,-61,-70,-42,-41,-91,-61,0,-42,-42,-90,-61,0,0,0,-62,0,0,-81,0,0,0,0,0,0,0,0,-82,0,0,0,-94,0,-62,0,0,0,0,0,0,-81,0,0,0,0,0,0
5112,5112-AFT-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5112,5112-AFT-W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5112,5112-AFT-S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5112,5112-AFT-E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5113,5113-AFT-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5113,5113-AFT-W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5113,5113-AFT-S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5113,5113-AFT-E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-93,0,-93,0,0,-90,0,-84,0,0,-89,-93,0,-86,0,-83,0,-75,-86,0,0,0,-74,-52,-50,-88,-70,0,-64,-74,-52,-50,-88,-70,0,-52,-50,-92,-69,0,0,0,-65,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,-94,0,-64,0,0,0,0,0,0,-64,0,0,0,0,0,0
5114,5114-AFT-E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-94,0,0,-93,0,0,0,0,0,0,0,0,0,-90,0,-89,0,0,-89,0,0,-88,0,0,0,-72,-88,0,0,-85,-73,-52,-51,-91,-69,-86,-57,-73,-53,-51,-91,-68,0,-52,-52,-89,-69,0,0,0,-57,0,0,-64,0,0,0,0,0,0,0,0,-63,0,0,0,0,0,-57,0,0,0,0,0,0,-64,0,0,0,0,0,0
5114,5114-AFT-N,0,-71,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-77,-80,0,0,-93,0,0,0,0,0,0,0,0,0,-89,0,-92,0,0,-89,0,0,-91,0,0,0,-84,-93,0,0,-72,-84,-62,-60,-81,-76,-73,-49,-83,-61,-60,-81,-77,0,-61,-59,-82,-76,0,0,0,-49,0,0,-57,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,-49,0,0,0,0,0,0,-56,0,0,0,0,0,0
5114,5114-AFT-W,0,-71,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-77,-80,0,0,-93,0,0,0,0,0,0,0,0,0,-89,0,-92,0,0,-89,0,0,-91,0,0,0,-84,-93,0,0,-72,-84,-62,-60,-81,-76,-73,-49,-83,-61,-60,-81,-77,0,-61,-59,-82,-76,0,0,0,-49,0,0,-57,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,-49,0,0,0,0,0,0,-56,0,0,0,0,0,0
5114,5114-AFT-S,0,-71,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-77,-80,0,0,-93,0,0,0,0,0,0,0,0,0,-89,0,-92,0,0,-89,0,0,-91,0,0,0,-84,-93,0,0,-72,-84,-62,-60,-81,-76,-73,-49,-83,-61,-60,-81,-77,0,-61,-59,-82,-76,0,0,0,-49,0,0,-57,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,-49,0,0,0,0,0,0,-56,0,0,0,0,0,0
5115,5115-AFT-N,0,-71,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-77,-80,0,0,-93,0,0,0,0,0,0,0,0,0,-89,0,-92,0,0,-89,0,0,-91,0,0,0,-84,-93,0,0,-72,-84,-62,-60,-81,-76,-73,-49,-83,-61,-60,-81,-77,0,-61,-59,-82,-76,0,0,0,-49,0,0,-57,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,-49,0,0,0,0,0,0,-56,0,0,0,0,0,0
5115,5115-AFT-W,0,-71,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-77,-80,0,0,-93,0,0,0,0,0,0,0,0,0,-89,0,-92,0,0,-89,0,0,-91,0,0,0,-84,-93,0,0,-72,-84,-62,-60,-81,-76,-73,-49,-83,-61,-60,-81,-77,0,-61,-59,-82,-76,0,0,0,-49,0,0,-57,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,-49,0,0,0,0,0,0,-56,0,0,0,0,0,0
5115,5115-AFT-S,0,-71,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-77,-80,0,0,-93,0,0,0,0,0,0,0,0,0,-89,0,-92,0,0,-89,0,0,-91,0,0,0,-84,-93,0,0,-72,-84,-62,-60,-81,-76,-73,-49,-83,-61,-60,-81,-77,0,-61,-59,-82,-76,0,0,0,-49,0,0,-57,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,-49,0,0,0,0,0,0,-56,0,0,0,0,0,0
5115,5115-AFT-E,0,-91,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,-81,-92,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-93,0,0,-89,0,0,-92,0,0,0,-87,-93,0,0,-81,-85,-64,-67,-85,-79,-81,-63,-86,-64,-67,-84,-80,0,-64,-66,-84,-80,0,0,0,-63,0,0,-62,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,-63,0,0,0,0,0,0,-62,0,0,0,0,0,0
5119,5119-AFT-E,0,-91,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,-81,-92,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-93,0,0,-89,0,0,-92,0,0,0,-87,-93,0,0,-81,-85,-64,-67,-85,-79,-81,-63,-86,-64,-67,-84,-80,0,-64,-66,-84,-80,0,0,0,-63,0,0,-62,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,-63,0,0,0,0,0,0,-62,0,0,0,0,0,0
5119,5119-AFT-N,0,-91,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,-81,-92,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-93,0,0,-89,0,0,-92,0,0,0,-87,-93,0,0,-81,-85,-64,-67,-85,-79,-81,-63,-86,-64,-67,-84,-80,0,-64,-66,-84,-80,0,0,0,-63,0,0,-62,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,-63,0,0,0,0,0,0,-62,0,0,0,0,0,0
5119,5119-AFT-W,0,-91,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,-81,-92,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-93,0,0,-89,0,0,-92,0,0,0,-87,-93,0,0,-81,-85,-64,-67,-85,-79,-81,-63,-86,-64,-67,-84,-80,0,-64,-66,-84,-80,0,0,0,-63,0,0,-62,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,-63,0,0,0,0,0,0,-62,0,0,0,0,0,0
5119,5119-AFT-S,0,-91,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,-81,-92,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-93,0,0,-89,0,0,-92,0,0,0,-87,-93,0,0,-81,-85,-64,-67,-85,-79,-81,-63,-86,-64,-67,-84,-80,0,-64,-66,-84,-80,0,0,0,-63,0,0,-62,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,-63,0,0,0,0,0,0,-62,0,0,0,0,0,0
5117,5117-AFT-S,0,-86,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,-74,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,-92,0,-94,0,-85,-93,0,0,-75,-84,-62,-64,-79,-81,-75,-50,-84,-62,-61,-79,-81,0,-62,-63,-79,-80,0,0,0,-50,0,0,-62,0,0,0,-95,0,0,0,0,-62,0,0,0,0,0,-51,0,0,0,0,0,-94,-62,0,0,0,0,0,0
5117,5117-AFT-W,0,-86,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,-74,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,-92,0,-94,0,-85,-93,0,0,-75,-84,-62,-64,-79,-81,-75,-50,-84,-62,-61,-79,-81,0,-62,-63,-79,-80,0,0,0,-50,0,0,-62,0,0,0,-95,0,0,0,0,-62,0,0,0,0,0,-51,0,0,0,0,0,-94,-62,0,0,0,0,0,0
5117,5117-AFT-N,0,-86,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,-74,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,-92,0,-94,0,-85,-93,0,0,-75,-84,-62,-64,-79,-81,-75,-50,-84,-62,-61,-79,-81,0,-62,-63,-79,-80,0,0,0,-50,0,0,-62,0,0,0,-95,0,0,0,0,-62,0,0,0,0,0,-51,0,0,0,0,0,-94,-62,0,0,0,0,0,0
5117,5117-AFT-E,0,-86,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,-74,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,-92,0,-94,0,-85,-93,0,0,-75,-84,-62,-64,-79,-81,-75,-50,-84,-62,-61,-79,-81,0,-62,-63,-79,-80,0,0,0,-50,0,0,-62,0,0,0,-95,0,0,0,0,-62,0,0,0,0,0,-51,0,0,0,0,0,-94,-62,0,0,0,0,0,0
5118,5118-AFT-N,0,-86,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,-74,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,-92,0,-94,0,-85,-93,0,0,-75,-84,-62,-64,-79,-81,-75,-50,-84,-62,-61,-79,-81,0,-62,-63,-79,-80,0,0,0,-50,0,0,-62,0,0,0,-95,0,0,0,0,-62,0,0,0,0,0,-51,0,0,0,0,0,-94,-62,0,0,0,0,0,0
5118,5118-AFT-W,0,-84,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,-75,-85,0,0,0,0,0,0,0,0,0,0,0,0,-92,-97,-88,0,0,-93,0,-96,-87,0,-94,-97,-79,-86,0,0,-75,-79,-63,-63,-79,-72,-74,-45,-80,-63,-62,-80,-72,0,-63,-63,-78,-71,0,0,0,-45,0,0,-61,0,0,0,-95,0,0,0,0,-61,0,0,0,-88,0,-45,0,0,0,0,0,-86,-46,0,0,0,0,0,0
5118,5118-AFT-E,0,-84,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,-75,-85,0,0,0,0,0,0,0,0,0,0,0,0,-92,-97,-88,0,0,-93,0,-96,-87,0,-94,-97,-79,-86,0,0,-75,-79,-63,-63,-79,-72,-74,-45,-80,-63,-62,-80,-72,0,-63,-63,-78,-71,0,0,0,-45,0,0,-61,0,0,0,-95,0,0,0,0,-61,0,0,0,-88,0,-45,0,0,0,0,0,-86,-46,0,0,0,0,0,0
5118,5118-AFT-S,0,-84,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,-75,-85,0,0,0,0,0,0,0,0,0,0,0,0,-92,-97,-88,0,0,-93,0,-96,-87,0,-94,-97,-79,-86,0,0,-75,-79,-63,-63,-79,-72,-74,-45,-80,-63,-62,-80,-72,0,-63,-63,-78,-71,0,0,0,-45,0,0,-61,0,0,0,-95,0,0,0,0,-61,0,0,0,-88,0,-45,0,0,0,0,0,-86,-46,0,0,0,0,0,0
5115-5117 ENTRANCE,5115-5117 ENTRANCE-AFT-N,0,-86,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,-79,-85,0,0,0,0,0,0,0,0,0,0,0,0,-92,-97,-91,0,0,-93,0,-96,-91,0,0,-97,-86,-90,0,0,-79,-87,-67,-62,-82,-80,-78,-54,-86,-67,-63,-80,-81,0,-68,-62,-77,-81,0,0,0,-54,0,0,-51,0,0,0,-95,0,0,0,0,-51,0,0,0,-96,0,-54,0,0,0,0,0,-94,-51,0,0,0,0,0,0
5115-5117 ENTRANCE,5115-5117 ENTRANCE-AFT-W,0,-86,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,-79,-85,0,0,0,0,0,0,0,0,0,0,0,0,-92,-97,-91,0,0,-93,0,-96,-91,0,0,-97,-86,-90,0,0,-79,-87,-67,-62,-82,-80,-78,-54,-86,-67,-63,-80,-81,0,-68,-62,-77,-81,0,0,0,-54,0,0,-51,0,0,0,-95,0,0,0,0,-51,0,0,0,-96,0,-54,0,0,0,0,0,-94,-51,0,0,0,0,0,0
5115-5117 ENTRANCE,5115-5117 ENTRANCE-AFT-S,0,-86,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,-79,-85,0,0,0,0,0,0,0,0,0,0,0,0,-92,-97,-91,0,0,-93,0,-96,-91,0,0,-97,-86,-90,0,0,-79,-87,-67,-62,-82,-80,-78,-54,-86,-67,-63,-80,-81,0,-68,-62,-77,-81,0,0,0,-54,0,0,-51,0,0,0,-95,0,0,0,0,-51,0,0,0,-96,0,-54,0,0,0,0,0,-94,-51,0,0,0,0,0,0
